HMDB_ID	NAME	GENE_NAME	enzyme_p_s
HMDB0000012	Deoxyuridine	Cda	p
HMDB0000014	Deoxycytidine	Nt5e	p
HMDB0000014	Deoxycytidine	Nt5c1b	p
HMDB0000014	Deoxycytidine	Nt5c1a	p
HMDB0000014	Deoxycytidine	Nt5c	p
HMDB0000014	Deoxycytidine	Nt5m	p
HMDB0000014	Deoxycytidine	Nt5c2	p
HMDB0000014	Deoxycytidine	Cda	s
HMDB0000022	3-Methoxytyramine	Comt	p
HMDB0000031	Androsterone	Akr1c6	s
HMDB0000034	Adenine	Hprt1	p
HMDB0000037	Aldosterone	Cyp11b2	p
HMDB0000037	Aldosterone	Cyp11b1	p
HMDB0000043	Betaine	Aldh7a1	p
HMDB0000043	Betaine	Bhmt	s
HMDB0000043	Betaine	Bhmt2	s
HMDB0000045	Adenosine monophosphate	Nt5e	s
HMDB0000045	Adenosine monophosphate	Nt5c1b	s
HMDB0000045	Adenosine monophosphate	Nt5c1a	s
HMDB0000045	Adenosine monophosphate	Nt5c	s
HMDB0000045	Adenosine monophosphate	Nt5m	s
HMDB0000045	Adenosine monophosphate	Entpd1	p
HMDB0000045	Adenosine monophosphate	Entpd3	p
HMDB0000045	Adenosine monophosphate	Enpp1	p
HMDB0000045	Adenosine monophosphate	Enpp3	p
HMDB0000045	Adenosine monophosphate	Bpnt1	p
HMDB0000045	Adenosine monophosphate	Adpgk	p
HMDB0000045	Adenosine monophosphate	Hprt1	s
HMDB0000045	Adenosine monophosphate	Prps1l1	p
HMDB0000045	Adenosine monophosphate	Acsl4	p
HMDB0000045	Adenosine monophosphate	Pde1a	p
HMDB0000045	Adenosine monophosphate	Ube2d1	p
HMDB0000045	Adenosine monophosphate	Pde8a	p
HMDB0000045	Adenosine monophosphate	Acsl1	p
HMDB0000050	Adenosine	Nt5e	p
HMDB0000050	Adenosine	Nt5c1b	p
HMDB0000050	Adenosine	Nt5c1a	p
HMDB0000050	Adenosine	Nt5c	p
HMDB0000050	Adenosine	Nt5m	p
HMDB0000050	Adenosine	Adk	s
HMDB0000050	Adenosine	Ahcyl2	p
HMDB0000050	Adenosine	Ahcy	p
HMDB0000050	Adenosine	Ahcyl1	p
HMDB0000050	Adenosine	Nt5c2	p
HMDB0000053	Androstenedione	Akr1c18	p
HMDB0000053	Androstenedione	Cyp11b2	s
HMDB0000053	Androstenedione	Hsd17b2	p
HMDB0000053	Androstenedione	Hsd17b8	p
HMDB0000053	Androstenedione	Cyp17a1	p
HMDB0000053	Androstenedione	Hsd17b6	p
HMDB0000053	Androstenedione	Hsd3b2	p
HMDB0000053	Androstenedione	Hsd3b1	p
HMDB0000053	Androstenedione	Cyp11b1	s
HMDB0000056	beta-Alanine	Aldh9a1	p
HMDB0000056	beta-Alanine	Aldh3a1	p
HMDB0000056	beta-Alanine	Aldh7a1	p
HMDB0000056	beta-Alanine	Aldh1a3	p
HMDB0000056	beta-Alanine	Aldh2	p
HMDB0000056	beta-Alanine	Aldh3a2	p
HMDB0000056	beta-Alanine	Aldh1b1	p
HMDB0000056	beta-Alanine	Aldh3b3	p
HMDB0000056	beta-Alanine	Aldh3b1	p
HMDB0000056	beta-Alanine	Upb1	p
HMDB0000056	beta-Alanine	Carns1	s
HMDB0000058	Cyclic AMP	Pde1a	s
HMDB0000058	Cyclic AMP	Pde8a	s
HMDB0000058	Cyclic AMP	Pde7a	s
HMDB0000058	Cyclic AMP	Pde3a	s
HMDB0000058	Cyclic AMP	Pde10a	s
HMDB0000058	Cyclic AMP	Pde1c	s
HMDB0000058	Cyclic AMP	Pde4b	s
HMDB0000058	Cyclic AMP	Pde7b	s
HMDB0000058	Cyclic AMP	Pde2a	s
HMDB0000058	Cyclic AMP	Pde8b	s
HMDB0000058	Cyclic AMP	Pde4c	s
HMDB0000058	Cyclic AMP	Pde4d	s
HMDB0000058	Cyclic AMP	Pde4a	s
HMDB0000058	Cyclic AMP	Adcy7	p
HMDB0000058	Cyclic AMP	Adcy4	p
HMDB0000058	Cyclic AMP	Adcy6	p
HMDB0000058	Cyclic AMP	Adcy5	p
HMDB0000058	Cyclic AMP	Adcy8	p
HMDB0000058	Cyclic AMP	Adcy9	p
HMDB0000058	Cyclic AMP	Adcy3	p
HMDB0000058	Cyclic AMP	Adcy1	p
HMDB0000058	Cyclic AMP	Adcy2	p
HMDB0000062	L-Carnitine	Bbox1	p
HMDB0000063	Cortisol	Cyp11b2	p
HMDB0000063	Cortisol	Hsd3b2	s
HMDB0000063	Cortisol	Hsd3b1	s
HMDB0000063	Cortisol	Cyp11b1	p
HMDB0000063	Cortisol	Cyp21	p
HMDB0000064	Creatine	Gamt	p
HMDB0000067	Cholesterol	Cel	p
HMDB0000067	Cholesterol	Cyp7a1	s
HMDB0000067	Cholesterol	Cyp11a1	s
HMDB0000067	Cholesterol	Cyp27a1	s
HMDB0000067	Cholesterol	Dhcr24	s
HMDB0000067	Cholesterol	Ch25h	s
HMDB0000067	Cholesterol	Cyp46a1	s
HMDB0000068	Epinephrine	Maob	s
HMDB0000068	Epinephrine	Maoa	s
HMDB0000068	Epinephrine	Comt	s
HMDB0000068	Epinephrine	Pnmt	p
HMDB0000073	Dopamine	Tyr	p
HMDB0000073	Dopamine	Maob	s
HMDB0000073	Dopamine	Maoa	s
HMDB0000073	Dopamine	Dbh	s
HMDB0000073	Dopamine	Comt	s
HMDB0000073	Dopamine	Aoc3	s
HMDB0000073	Dopamine	Aoc2	s
HMDB0000077	Dehydroepiandrosterone	Cyp7a1	s
HMDB0000077	Dehydroepiandrosterone	Cyp17a1	p
HMDB0000077	Dehydroepiandrosterone	Hsd3b2	s
HMDB0000077	Dehydroepiandrosterone	Hsd3b1	s
HMDB0000085	Deoxyguanosine	Nt5e	p
HMDB0000085	Deoxyguanosine	Nt5c1b	p
HMDB0000085	Deoxyguanosine	Nt5c1a	p
HMDB0000085	Deoxyguanosine	Nt5c	p
HMDB0000085	Deoxyguanosine	Nt5m	p
HMDB0000085	Deoxyguanosine	Nt5c2	p
HMDB0000089	Cytidine	Nt5e	p
HMDB0000089	Cytidine	Nt5c1b	p
HMDB0000089	Cytidine	Nt5c1a	p
HMDB0000089	Cytidine	Nt5c	p
HMDB0000089	Cytidine	Nt5m	p
HMDB0000089	Cytidine	Uck1	s
HMDB0000089	Cytidine	Uck2	s
HMDB0000089	Cytidine	Nt5c2	p
HMDB0000089	Cytidine	Cda	s
HMDB0000089	Cytidine	Apobec3	s
HMDB0000089	Cytidine	Aicda	s
HMDB0000094	Citric acid	Aco1	s
HMDB0000094	Citric acid	Rimklb	s
HMDB0000097	Choline	Pld1	p
HMDB0000097	Choline	Chdh	s
HMDB0000097	Choline	Phospho1	p
HMDB0000097	Choline	Gpcpd1	p
HMDB0000101	Deoxyadenosine	Nt5e	p
HMDB0000101	Deoxyadenosine	Nt5c1b	p
HMDB0000101	Deoxyadenosine	Nt5c1a	p
HMDB0000101	Deoxyadenosine	Nt5c	p
HMDB0000101	Deoxyadenosine	Nt5m	p
HMDB0000101	Deoxyadenosine	Nt5c2	p
HMDB0000108	Ethanol	Adh4	s
HMDB0000108	Ethanol	Adh5	s
HMDB0000108	Ethanol	Adh1	s
HMDB0000108	Ethanol	Adh7	s
HMDB0000108	Ethanol	Adh1	s
HMDB0000108	Ethanol	Adh6b	s
HMDB0000108	Ethanol	Adh1	s
HMDB0000112	gamma-Aminobutyric acid	Aldh9a1	p
HMDB0000112	gamma-Aminobutyric acid	Aldh7a1	p
HMDB0000112	gamma-Aminobutyric acid	Aldh2	p
HMDB0000112	gamma-Aminobutyric acid	Aldh3a2	p
HMDB0000112	gamma-Aminobutyric acid	Aldh1b1	p
HMDB0000112	gamma-Aminobutyric acid	Carns1	s
HMDB0000121	Folic acid	Dhfr	p
HMDB0000122	D-Glucose	H6pd	s
HMDB0000122	D-Glucose	Adpgk	s
HMDB0000122	D-Glucose	B4galt2	s
HMDB0000122	D-Glucose	B4galt1	s
HMDB0000122	D-Glucose	Hkdc1	s
HMDB0000123	Glycine	Alas2	s
HMDB0000123	Glycine	Alas1	s
HMDB0000123	Glycine	Pipox	p
HMDB0000123	Glycine	Dao	s
HMDB0000123	Glycine	Gnmt	s
HMDB0000123	Glycine	Anpep	p
HMDB0000123	Glycine	Sardh	p
HMDB0000123	Glycine	Lap3	p
HMDB0000131	Glycerol	Akr1b1	s
HMDB0000131	Glycerol	Lipe	p
HMDB0000131	Glycerol	Abhd12	p
HMDB0000131	Glycerol	Abhd6	p
HMDB0000131	Glycerol	Akr1b8	s
HMDB0000132	Guanine	Hprt1	p
HMDB0000132	Guanine	Gda	s
HMDB0000132	Guanine	Qtrt1	p
HMDB0000133	Guanosine	Nt5e	p
HMDB0000133	Guanosine	Nt5c1b	p
HMDB0000133	Guanosine	Nt5c1a	p
HMDB0000133	Guanosine	Nt5c	p
HMDB0000133	Guanosine	Nt5m	p
HMDB0000133	Guanosine	Nt5c2	p
HMDB0000134	Fumaric acid	Sdhc	p
HMDB0000134	Fumaric acid	Sdha	p
HMDB0000134	Fumaric acid	Sdhd	p
HMDB0000134	Fumaric acid	Sdhb	p
HMDB0000134	Fumaric acid	Fahd1	p
HMDB0000143	D-Galactose	Hkdc1	s
HMDB0000145	Estrone	Hsd17b2	p
HMDB0000145	Estrone	Hsd17b8	p
HMDB0000145	Estrone	Hsd17b11	p
HMDB0000145	Estrone	Hsd17b1	p
HMDB0000145	Estrone	Hsd17b7	p
HMDB0000148	L-Glutamic acid	Aldh4a1	p
HMDB0000148	L-Glutamic acid	Ppat	s
HMDB0000148	L-Glutamic acid	Gmps	p
HMDB0000148	L-Glutamic acid	Glud1	s
HMDB0000148	L-Glutamic acid	Ctps1	p
HMDB0000148	L-Glutamic acid	Glud1	s
HMDB0000148	L-Glutamic acid	Agxt	p
HMDB0000148	L-Glutamic acid	Aass	p
HMDB0000151	Estradiol	Hsd17b2	s
HMDB0000151	Estradiol	Hsd17b8	s
HMDB0000151	Estradiol	Hsd17b11	s
HMDB0000151	Estradiol	Hsd17b1	s
HMDB0000151	Estradiol	Hsd17b7	s
HMDB0000153	Estriol	Hsd17b2	s
HMDB0000153	Estriol	Hsd17b8	s
HMDB0000153	Estriol	Hsd17b1	s
HMDB0000153	Estriol	Hsd17b7	s
HMDB0000153	Estriol	Hsd17b6	s
HMDB0000153	Estriol	Hsd17b12	s
HMDB0000156	Malic acid	Me1	s
HMDB0000156	Malic acid	Mdh2	s
HMDB0000156	Malic acid	Me3	s
HMDB0000156	Malic acid	Mdh1	s
HMDB0000156	Malic acid	Me2	s
HMDB0000157	Hypoxanthine	Xdh	s
HMDB0000157	Hypoxanthine	Hprt1	p
HMDB0000158	L-Tyrosine	Tyr	s
HMDB0000158	L-Tyrosine	Tpo	p
HMDB0000158	L-Tyrosine	Il4i1	s
HMDB0000158	L-Tyrosine	Iyd	s
HMDB0000158	L-Tyrosine	Ttl	s
HMDB0000159	L-Phenylalanine	Ace2	p
HMDB0000159	L-Phenylalanine	Il4i1	s
HMDB0000169	D-Mannose	Hkdc1	s
HMDB0000172	L-Isoleucine	Il4i1	s
HMDB0000177	L-Histidine	Carns1	s
HMDB0000177	L-Histidine	Hemk1	s
HMDB0000177	L-Histidine	Mettl2	s
HMDB0000177	L-Histidine	Mettl6	s
HMDB0000177	L-Histidine	Bud23	s
HMDB0000182	L-Lysine	Aass	p
HMDB0000182	L-Lysine	Carns1	s
HMDB0000187	L-Serine	Cbs	s
HMDB0000187	L-Serine	Agxt	s
HMDB0000187	L-Serine	Psph	p
HMDB0000190	L-Lactic acid	Ldhb	s
HMDB0000190	L-Lactic acid	Ldhc	s
HMDB0000190	L-Lactic acid	Ldha	s
HMDB0000190	L-Lactic acid	Ldhal6b	s
HMDB0000191	L-Aspartic acid	Adss2	s
HMDB0000191	L-Aspartic acid	Adss1	s
HMDB0000191	L-Aspartic acid	Cad	s
HMDB0000191	L-Aspartic acid	Il4i1	s
HMDB0000191	L-Aspartic acid	Aspdh	s
HMDB0000191	L-Aspartic acid	Nat8l	s
HMDB0000195	Inosine	Nt5e	p
HMDB0000195	Inosine	Nt5c1b	p
HMDB0000195	Inosine	Nt5c1a	p
HMDB0000195	Inosine	Nt5c	p
HMDB0000195	Inosine	Nt5m	p
HMDB0000195	Inosine	Nt5c2	p
HMDB0000208	Oxoglutaric acid	Phyh	s
HMDB0000208	Oxoglutaric acid	Aldh2	p
HMDB0000208	Oxoglutaric acid	Aldh3a2	p
HMDB0000208	Oxoglutaric acid	Aldh1b1	p
HMDB0000208	Oxoglutaric acid	Bbox1	s
HMDB0000208	Oxoglutaric acid	Plod1	s
HMDB0000208	Oxoglutaric acid	Plod2	s
HMDB0000208	Oxoglutaric acid	Plod3	s
HMDB0000208	Oxoglutaric acid	Glud1	p
HMDB0000208	Oxoglutaric acid	Glud1	p
HMDB0000208	Oxoglutaric acid	Agxt	s
HMDB0000208	Oxoglutaric acid	Aass	p
HMDB0000208	Oxoglutaric acid	Idh2	p
HMDB0000208	Oxoglutaric acid	Idh3b	p
HMDB0000208	Oxoglutaric acid	Idh1	p
HMDB0000208	Oxoglutaric acid	Idh3a	p
HMDB0000208	Oxoglutaric acid	Idh3g	p
HMDB0000208	Oxoglutaric acid	Phgdh	p
HMDB0000208	Oxoglutaric acid	Asph	s
HMDB0000208	Oxoglutaric acid	Hif1an	s
HMDB0000208	Oxoglutaric acid	D2hgdh	p
HMDB0000208	Oxoglutaric acid	L2hgdh	p
HMDB0000208	Oxoglutaric acid	Tmlhe	s
HMDB0000208	Oxoglutaric acid	Adhfe1	s
HMDB0000208	Oxoglutaric acid	Alkbh2	s
HMDB0000208	Oxoglutaric acid	P3h1	s
HMDB0000208	Oxoglutaric acid	P3h2	s
HMDB0000208	Oxoglutaric acid	P3h3	s
HMDB0000214	Ornithine	Arg1	p
HMDB0000214	Ornithine	Acy1	p
HMDB0000214	Ornithine	Arg2	p
HMDB0000216	Norepinephrine	Maob	s
HMDB0000216	Norepinephrine	Maoa	s
HMDB0000216	Norepinephrine	Dbh	p
HMDB0000216	Norepinephrine	Comt	s
HMDB0000216	Norepinephrine	Pnmt	s
HMDB0000220	Palmitic acid	Acsl4	s
HMDB0000220	Palmitic acid	Acsl1	s
HMDB0000220	Palmitic acid	Acsl6	s
HMDB0000220	Palmitic acid	Acsl5	s
HMDB0000220	Palmitic acid	Acsl3	s
HMDB0000234	Testosterone	Akr1c18	s
HMDB0000234	Testosterone	Hsd17b2	s
HMDB0000234	Testosterone	Hsd17b8	s
HMDB0000243	Pyruvic acid	Me1	p
HMDB0000243	Pyruvic acid	Me3	p
HMDB0000243	Pyruvic acid	Me2	p
HMDB0000243	Pyruvic acid	Tst	p
HMDB0000243	Pyruvic acid	Ldhb	p
HMDB0000243	Pyruvic acid	Ldhc	p
HMDB0000243	Pyruvic acid	Ldha	p
HMDB0000243	Pyruvic acid	Ldhal6b	p
HMDB0000243	Pyruvic acid	Ldhd	p
HMDB0000244	Riboflavin	Acp5	p
HMDB0000244	Riboflavin	Blvrb	p
HMDB0000244	Riboflavin	Rfk	s
HMDB0000248	Thyroxine	Tpo	p
HMDB0000248	Thyroxine	Sult6b1	s
HMDB0000252	Sphingosine	Plpp2	p
HMDB0000252	Sphingosine	Plpp1	p
HMDB0000252	Sphingosine	Plpp3	p
HMDB0000252	Sphingosine	Sphk1	s
HMDB0000252	Sphingosine	Sphk2	s
HMDB0000252	Sphingosine	Cers5	s
HMDB0000254	Succinic acid	Sdhc	s
HMDB0000254	Succinic acid	Sdha	s
HMDB0000254	Succinic acid	Sdhd	s
HMDB0000254	Succinic acid	Sdhb	s
HMDB0000254	Succinic acid	Aldh5a1	p
HMDB0000254	Succinic acid	Phyh	p
HMDB0000254	Succinic acid	Bbox1	p
HMDB0000254	Succinic acid	Plod1	p
HMDB0000254	Succinic acid	Plod2	p
HMDB0000254	Succinic acid	Plod3	p
HMDB0000254	Succinic acid	Suclg1	s
HMDB0000254	Succinic acid	Suclg2	s
HMDB0000254	Succinic acid	Sucla2	s
HMDB0000254	Succinic acid	Asph	p
HMDB0000254	Succinic acid	Hif1an	p
HMDB0000254	Succinic acid	Tmlhe	p
HMDB0000254	Succinic acid	Alkbh2	p
HMDB0000254	Succinic acid	P3h1	p
HMDB0000254	Succinic acid	P3h2	p
HMDB0000254	Succinic acid	P3h3	p
HMDB0000254	Succinic acid	Alkbh1	p
HMDB0000254	Succinic acid	Kdm8	p
HMDB0000254	Succinic acid	Riox2	p
HMDB0000254	Succinic acid	Riox1	p
HMDB0000254	Succinic acid	Phf8	p
HMDB0000254	Succinic acid	Tet1	p
HMDB0000254	Succinic acid	Tet2	p
HMDB0000254	Succinic acid	Tet3	p
HMDB0000259	Serotonin	Maob	s
HMDB0000259	Serotonin	Maoa	s
HMDB0000259	Serotonin	Inmt	s
HMDB0000259	Serotonin	Ido1	s
HMDB0000259	Serotonin	Ido2	s
HMDB0000259	Serotonin	Hemk1	s
HMDB0000259	Serotonin	Mettl2	s
HMDB0000259	Serotonin	Mettl6	s
HMDB0000259	Serotonin	Bud23	s
HMDB0000262	Thymine	Dpyd	p
HMDB0000265	Liothyronine	Tpo	p
HMDB0000277	Sphingosine 1-phosphate	Plpp2	s
HMDB0000277	Sphingosine 1-phosphate	Plpp1	s
HMDB0000277	Sphingosine 1-phosphate	Plpp3	s
HMDB0000277	Sphingosine 1-phosphate	Sphk1	p
HMDB0000277	Sphingosine 1-phosphate	Sphk2	p
HMDB0000285	Uridine triphosphate	Entpd1	s
HMDB0000285	Uridine triphosphate	Entpd3	s
HMDB0000285	Uridine triphosphate	Uck1	s
HMDB0000285	Uridine triphosphate	Nme4	p
HMDB0000285	Uridine triphosphate	Nme1	p
HMDB0000285	Uridine triphosphate	Nme7	p
HMDB0000285	Uridine triphosphate	Nme2	p
HMDB0000285	Uridine triphosphate	Nme3	p
HMDB0000285	Uridine triphosphate	Nme6	p
HMDB0000285	Uridine triphosphate	Itpa	s
HMDB0000285	Uridine triphosphate	Nudt2	p
HMDB0000285	Uridine triphosphate	Ctps1	s
HMDB0000285	Uridine triphosphate	Pfkp	s
HMDB0000285	Uridine triphosphate	Polr2b	s
HMDB0000285	Uridine triphosphate	Polr2a	s
HMDB0000285	Uridine triphosphate	Pfkl	s
HMDB0000285	Uridine triphosphate	Polr3k	s
HMDB0000285	Uridine triphosphate	Pfkm	s
HMDB0000285	Uridine triphosphate	Uck2	s
HMDB0000285	Uridine triphosphate	Entpd8	s
HMDB0000285	Uridine triphosphate	Nme5	p
HMDB0000285	Uridine triphosphate	Polr1h	s
HMDB0000285	Uridine triphosphate	Polr1f	s
HMDB0000285	Uridine triphosphate	Polr2e	s
HMDB0000285	Uridine triphosphate	Polr2f	s
HMDB0000285	Uridine triphosphate	Polr2h	s
HMDB0000285	Uridine triphosphate	Polr2k	s
HMDB0000286	Uridine diphosphate glucose	Enpp1	s
HMDB0000286	Uridine diphosphate glucose	Enpp3	s
HMDB0000286	Uridine diphosphate glucose	Plod3	s
HMDB0000286	Uridine diphosphate glucose	Gale	s
HMDB0000286	Uridine diphosphate glucose	Ugdh	s
HMDB0000286	Uridine diphosphate glucose	Galt	s
HMDB0000286	Uridine diphosphate glucose	Gyg1	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Pomgnt1	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Eogt	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Gcnt1	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Gcnt3	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Gcnt4	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Gcnt2	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Gcnt2	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Pomgnt2	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat1	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat4c	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Mgat5b	s
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	Uap1l1	p
HMDB0000292	Xanthine	Hprt1	p
HMDB0000292	Xanthine	Gda	p
HMDB0000294	Urea	Arg1	p
HMDB0000294	Urea	Arg2	p
HMDB0000294	Urea	Agmat	p
HMDB0000295	Uridine 5'-diphosphate	Cmpk1	p
HMDB0000295	Uridine 5'-diphosphate	Cant1	s
HMDB0000295	Uridine 5'-diphosphate	Uck1	p
HMDB0000295	Uridine 5'-diphosphate	Nme4	s
HMDB0000295	Uridine 5'-diphosphate	Nme1	s
HMDB0000295	Uridine 5'-diphosphate	Nme7	s
HMDB0000295	Uridine 5'-diphosphate	Nme2	s
HMDB0000295	Uridine 5'-diphosphate	Nme3	s
HMDB0000295	Uridine 5'-diphosphate	Nme6	s
HMDB0000295	Uridine 5'-diphosphate	B4galt2	p
HMDB0000295	Uridine 5'-diphosphate	B4galt1	p
HMDB0000295	Uridine 5'-diphosphate	Plod3	p
HMDB0000295	Uridine 5'-diphosphate	Pfkp	p
HMDB0000295	Uridine 5'-diphosphate	Pfkl	p
HMDB0000295	Uridine 5'-diphosphate	Pfkm	p
HMDB0000295	Uridine 5'-diphosphate	Entpd4	s
HMDB0000295	Uridine 5'-diphosphate	Entpd6	s
HMDB0000295	Uridine 5'-diphosphate	Entpd5	s
HMDB0000295	Uridine 5'-diphosphate	B3gat3	p
HMDB0000295	Uridine 5'-diphosphate	B3gat2	p
HMDB0000296	Uridine	Nt5e	p
HMDB0000296	Uridine	Nt5c1b	p
HMDB0000296	Uridine	Nt5c1a	p
HMDB0000296	Uridine	Nt5c	p
HMDB0000296	Uridine	Nt5m	p
HMDB0000296	Uridine	Uck1	s
HMDB0000296	Uridine	Uck2	s
HMDB0000296	Uridine	Nt5c2	p
HMDB0000296	Uridine	Cda	p
HMDB0000296	Uridine	Apobec3	p
HMDB0000296	Uridine	Aicda	p
HMDB0000300	Uracil	Dpyd	p
HMDB0000302	Uridine diphosphategalactose	B4galt2	s
HMDB0000302	Uridine diphosphategalactose	B4galt1	s
HMDB0000302	Uridine diphosphategalactose	Plod3	s
HMDB0000302	Uridine diphosphategalactose	Gale	p
HMDB0000302	Uridine diphosphategalactose	B4galt3	s
HMDB0000302	Uridine diphosphategalactose	B4galt4	s
HMDB0000302	Uridine diphosphategalactose	Galt	p
HMDB0000302	Uridine diphosphategalactose	Abo	s
HMDB0000302	Uridine diphosphategalactose	B4galt7	s
HMDB0000302	Uridine diphosphategalactose	B3galt6	s
HMDB0000302	Uridine diphosphategalactose	C1galt1	s
HMDB0000302	Uridine diphosphategalactose	B4galt6	s
HMDB0000302	Uridine diphosphategalactose	Colgalt1	s
HMDB0000302	Uridine diphosphategalactose	Colgalt2	s
HMDB0000305	Vitamin A	Adh4	s
HMDB0000305	Vitamin A	Adh5	s
HMDB0000305	Vitamin A	Adh1	s
HMDB0000305	Vitamin A	Adh7	s
HMDB0000305	Vitamin A	Adh1	s
HMDB0000305	Vitamin A	Adh6b	s
HMDB0000305	Vitamin A	Adh1	s
HMDB0000305	Vitamin A	Hsd17b6	s
HMDB0000305	Vitamin A	Retsat	p
HMDB0000305	Vitamin A	Sdr16c5	s
HMDB0000306	Tyramine	Tyr	s
HMDB0000306	Tyramine	Maob	s
HMDB0000306	Tyramine	Maoa	s
HMDB0000306	Tyramine	Aoc3	s
HMDB0000306	Tyramine	Aoc2	s
HMDB0000338	2-Hydroxyestradiol	Comt	s
HMDB0000517	L-Arginine	Arg1	s
HMDB0000517	L-Arginine	Nos2	s
HMDB0000517	L-Arginine	Nos1	s
HMDB0000517	L-Arginine	Nos3	s
HMDB0000517	L-Arginine	Arg2	s
HMDB0000517	L-Arginine	Carns1	s
HMDB0000538	Adenosine triphosphate	Cmpk1	s
HMDB0000538	Adenosine triphosphate	Acacb	s
HMDB0000538	Adenosine triphosphate	Pcx	s
HMDB0000538	Adenosine triphosphate	Acaca	s
HMDB0000538	Adenosine triphosphate	Entpd1	s
HMDB0000538	Adenosine triphosphate	Entpd3	s
HMDB0000538	Adenosine triphosphate	Uck1	s
HMDB0000538	Adenosine triphosphate	Nmnat1	s
HMDB0000538	Adenosine triphosphate	Nmnat3	s
HMDB0000538	Adenosine triphosphate	Nmnat2	s
HMDB0000561	beta-Carotene	Bco1	s
HMDB0000561	beta-Carotene	Bco2	s
HMDB0000574	L-Cysteine	Anpep	p
HMDB0000574	L-Cysteine	Cbs	p
HMDB0000574	L-Cysteine	Lap3	p
HMDB0000574	L-Cysteine	Cdo1	s
HMDB0000574	L-Cysteine	Nfs1	s
HMDB0000574	L-Cysteine	Cars2	s
HMDB0000574	L-Cysteine	Pcyox1	p
HMDB0000641	L-Glutamine	Ppat	p
HMDB0000641	L-Glutamine	Gmps	s
HMDB0000641	L-Glutamine	Ctps1	s
HMDB0000641	L-Glutamine	Nadsyn1	s
HMDB0000641	L-Glutamine	Cad	s
HMDB0000641	L-Glutamine	Gatc	s
HMDB0000660	D-Fructose	Sord	p
HMDB0000660	D-Fructose	Hkdc1	s
HMDB0000660	D-Fructose	Mtmr1	p
HMDB0000660	D-Fructose	Mtmr2	p
HMDB0000660	D-Fructose	Mtmr6	p
HMDB0000660	D-Fructose	Mtmr7	p
HMDB0000673	Linoleic acid	Pla2g5	p
HMDB0000673	Linoleic acid	Pla2g2f	p
HMDB0000673	Linoleic acid	Pla2g4a	p
HMDB0000673	Linoleic acid	Pla2g1b	p
HMDB0000673	Linoleic acid	Pla2g12b	p
HMDB0000673	Linoleic acid	Pla2g10	p
HMDB0000673	Linoleic acid	Pla2g2e	p
HMDB0000673	Linoleic acid	Pla2g12a	p
HMDB0000673	Linoleic acid	Pla2g6	p
HMDB0000673	Linoleic acid	Pla2g2a	p
HMDB0000673	Linoleic acid	Pla2g2d	p
HMDB0000673	Linoleic acid	Pla2g4c	p
HMDB0000673	Linoleic acid	Pla2g3	p
HMDB0000673	Linoleic acid	Alox15	s
HMDB0000673	Linoleic acid	Plb1	p
HMDB0000673	Linoleic acid	Pla2g4d	p
HMDB0000673	Linoleic acid	Pla2g4e	p
HMDB0000673	Linoleic acid	Pla2g4f	p
HMDB0000673	Linoleic acid	Pla2g4b	p
HMDB0000696	L-Methionine	Mtr	p
HMDB0000696	L-Methionine	Bhmt	p
HMDB0000696	L-Methionine	Lias	p
HMDB0000696	L-Methionine	Mat2b	p
HMDB0000696	L-Methionine	Bhmt2	p
HMDB0000696	L-Methionine	Il4i1	s
HMDB0000761	Lithocholic acid	Cyp3a13	s
HMDB0000870	Histamine	Aoc1	s
HMDB0000870	Histamine	Hnmt	s
HMDB0000929	L-Tryptophan	Ido1	s
HMDB0000929	L-Tryptophan	Tdo2	s
HMDB0000929	L-Tryptophan	Ido2	s
HMDB0000929	L-Tryptophan	Il4i1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugdh	p
HMDB0000935	Uridine diphosphate glucuronic acid	B3gat3	s
HMDB0000935	Uridine diphosphate glucuronic acid	B3gat2	s
HMDB0000935	Uridine diphosphate glucuronic acid	B3gat1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Chsy3	s
HMDB0000935	Uridine diphosphate glucuronic acid	Chpf	s
HMDB0000935	Uridine diphosphate glucuronic acid	Chsy1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Has1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Has3	s
HMDB0000935	Uridine diphosphate glucuronic acid	Has2	s
HMDB0000935	Uridine diphosphate glucuronic acid	Uxs1	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt3a2	s
HMDB0000935	Uridine diphosphate glucuronic acid	Ugt3a2	s
HMDB0000961	Farnesyl pyrophosphate	Fdft1	s
